Tabela gerada em:2020-04-21 10:04:24;;;;;;;;;;;;;
;;;;;;;;;;;;;
Listagem de produtos jp.di;;;;;;;;;;;;;
EAN;Ref. Fabricante;Designação;Preço Final;Stock;Unidade Negócio;Linha Produto;Família;Sub-Família;Categoria;Marca;Data modificação;Preço Unitário;Taxa
 4718017308762;90LM03T0-B02370;Monitor ASUS ROG SWIFT PG35VQ, 35P\' UWQHD (3440x1440) Gaming monitor DP1.4/HDMI/USB3.0;EUR 2 210,72 ;Imediata;Periféricos;Monitores;Consumo;;;ASUS;2020-04-21 06:06:44;EUR 2 210,72 ;EUR 0,00 
 0000000000000;KIT_R1330M4+3Y+ESS19;Bundle FSC - RX1330 M4 E-2124 3,30GHz 16GB 2x1TB R0/1/10,1Yr+ Garantia 3Anos+ Server Essentials 2019;EUR 1 167,00 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:48;EUR 1 167,00 ;EUR 0,00 
 0000000000000;KIT_R1330M4+3Y+STD19;Bundle FSC - RX1330 M4 E-2124 3,30GHz 16GB 2x1TB R0/1/10,1Yr + Garantia 3Anos + Server Standard 2019;EUR 1 538,00 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:47;EUR 1 538,00 ;EUR 0,00 
 0000000000000;KIT_RX1330M4+3YR;Bundle FSC - RX1330 M4 E-2124 3,30GHz 16GB 2x1TB 7,2K,RAID 0/1/10,1Yr + Extensão Garantia 3Anos ;EUR 929,59 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:48;EUR 929,59 ;EUR 0,00 
 0000000000000;KIT_T1330M4+3Y+ESS19;Bundle FSC - TX1330 M4 E-2124 3,30GHz 16GB 2x1TB 7,2K R0/1 + Garantia 3Anos + Server Essentials 2019;EUR 1 127,00 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:45;EUR 1 127,00 ;EUR 0,00 
 0000000000000;KIT_T1330M4+3Y+STD19;Bundle FSC - TX1330 M4 E-2124 3,30GHz 16GB 2x1TB 7,2K R0/1 + Garantia 3Anos + Server Standard 2019;EUR 1 498,00 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:46;EUR 1 498,00 ;EUR 0,00 
 0000000000000;KIT_T1330M4+3YR;Bundle FSC - TX1330 M4 E-2124 3,30GHz 16GB 2x1TB 7,2K HotPlug R0/1,1Yr + Extensão Garantia 3Anos ;EUR 889,59 ;Imediata;Servers;Servers;Media Level System;;;FUJITSU;2020-04-21 09:34:46;EUR 889,59 ;EUR 0,00 
 6925281940026;CHARGE4BLK;Coluna Portátil JBL CHARGE 4 Bluetooth 2x10W c/ Microfone c/PowerBank 6000mAh 20h Cinzento;EUR 109,99 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:49;EUR 109,99 ;EUR 0,00 
 6925281940019;CHARGE4RED;Coluna Portátil JBL CHARGE 4 Bluetooth 2x10W c/ Microfone c/PowerBank 6000mAh 20h Vermelho;EUR 109,99 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:49;EUR 109,99 ;EUR 0,00 
 8713439230437;23043;Colunas TRUST GXT 688 Torro Illuminated 2.1 - 23043;EUR 72,10 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;TRUST;2020-04-21 06:06:47;EUR 72,10 ;EUR 0,00 
 8713439233070;23307;"Mochila TRUST Nox Anti-theft Backpack para 16\"" Notebook Blue - 23307";EUR 33,74 ;Imediata;Periféricos;Acessorios;Portatil;Mochila;;TRUST;2020-04-21 06:06:50;EUR 33,74 ;EUR 0,00 
 8713439232097;23209;Auscultadores TRUST GXT 430 Ironn Gaming - 23209;EUR 33,77 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Auscultadores;;;TRUST;2020-04-21 06:06:50;EUR 33,77 ;EUR 0,00 
 8713439230925;23092;Rato TRUST GXT 165 Celox Gaming - 23092;EUR 33,75 ;Imediata;Periféricos;Teclados e Ratos;Ratos;;;TRUST;2020-04-21 06:06:51;EUR 33,75 ;EUR 0,00 
 6942147451502;32B5100;"TV Hisense 32\"" HD HDMI/USB - 32B5100";EUR 114,05 ;Imediata;Consumer Electronics;Televisão;HD;;;HISENSE;2020-04-21 06:06:54;EUR 114,05 ;EUR 0,00 
 6942147451496;40B5100;"TV Hisense 40\"" FHD HDMI/USB - 40B5100";EUR 156,47 ;Imediata;Consumer Electronics;Televisão;4K;;;HISENSE;2020-04-21 06:06:54;EUR 156,47 ;EUR 0,00 
 6942147451564;75B7510;"TV Hisense 75\"" UHD WIFI/LAN/HDMI/USB - 75B7510";EUR 737,21 ;Imediata;Consumer Electronics;Televisão;4K;;;HISENSE;2020-04-21 06:06:54;EUR 737,21 ;EUR 0,00 
 4059595830192;VFY:U7490M171FPT;NB Fujitsu Lifebook U749 14P FHD antiglare i7-8565U 16GB 512GB SSD Win10 Pro 64bit 3Y C&R ;EUR 1 259,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 256,95 ;EUR 2,05 
 4059595830734;VFY:U9390M151TPT;NB Fujitsu Lifebook U939 13,3P FHD Touch antiglare i5-8265U 16GB 512GB SSD Win10P64 3Y C&R Red;EUR 1 219,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 216,95 ;EUR 2,05 
 4059595830741;VFY:U9390M152TPT;NB Fujitsu Lifebook U939 13,3P FHD Touch antiglare i5-8265U 16GB 512GB SSD Win10P64 3Y C&R Black;EUR 1 219,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 216,95 ;EUR 2,05 
 4059595830765;VFY:U9390M171TPT;NB Fujitsu Lifebook U939 13,3P FHD Touch  i7-8665U 16GB 1TB SSD Win10P64 3Y C&R Red + Port Rep;EUR 1 599,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 594,90 ;EUR 4,10 
 4059595830772;VFY:U9390M172TPT;NB Fujitsu Lifebook U939 13,3P FHD Touch i7-8665U 16GB 1TB SSD Win10P64 3Y C&R Black + Port Rep;EUR 1 599,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 594,90 ;EUR 4,10 
 4059595830796;VFY:U939XM172TPT;NB Fujitsu LB U939 13,3P FHD Touch Convertivel i7-8665U 16GB 512GB SSD W10P64 3Y C&R Black;EUR 1 659,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;FUJITSU;2020-04-21 06:06:55;EUR 1 656,95 ;EUR 2,05 
 5603583138754;DTFI8-43009012;DT Tsunami Fortune (i5 8400-16GB-SSD480GB-DVDRW-W10Pro);EUR 502,07 ;Imediata;Computer Systems;Desktops;MT;;PWINS_W10P;TSUNAMI;2020-04-21 06:06:48;EUR 500,15 ;EUR 1,92 
 8436532169366;NXKROMKMT;Comando NOX Krom Fighting Stick Kumite Arcade Multiplatform;EUR 35,70 ;Imediata;Consumer Electronics;Consolas;Comandos de Jogos;;;NOX;2020-04-21 06:06:51;EUR 35,70 ;EUR 0,00 
 5600373301497;PDA027;Bolsa Transporte Cintura PDA´s Sunmi M1/M2/L2;EUR 15,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;SUNMI;2020-04-21 06:06:51;EUR 15,90 ;EUR 0,00 
 6941059619437;MZB7436EU;"Smartphone XIAOMI Mi 9 6.39\"" FHD Snapdragon 855 6Gb/128Gb 12MP/48MP+16MP And.9 Ocean Blue";EUR 396,15 ;Imediata;Mobilidade;Smartphones;Smartphone;;;XIAOMI;2020-04-21 06:06:54;EUR 381,15 ;EUR 15,00 
 0000000000000;KL1171SCAFR;Software Kaspersky Anti-Virus 1 Desktop 1Y RW LPack;EUR 9,37 ;Imediata;Software;Retail;License Pack;Segurança;ANTIVIRUS;Kaspersky;2020-04-21 06:07:01;EUR 9,37 ;EUR 0,00 
 7629999056329;S3L4N2619041;DIMM S3+ 4GB DDR4 2666MHz;EUR 17,77 ;Imediata;System Components;Memórias;Desktop;;;S3PLUS;2020-04-21 06:06:52;EUR 17,77 ;EUR 0,00 
 7629999056336;S3L4N2619081;DIMM S3+ 8GB DDR4 2666MHz;EUR 29,83 ;Imediata;System Components;Memórias;Desktop;;;S3PLUS;2020-04-21 06:06:52;EUR 29,83 ;EUR 0,00 
 7629999056343;S3L4N2619161;DIMM S3+ 16GB DDR4 2666MHz;EUR 54,73 ;Imediata;System Components;Memórias;Desktop;;;S3PLUS;2020-04-21 06:06:52;EUR 54,73 ;EUR 0,00 
 7629999048065;S3PD3001032GY;Pendrive S3+ USB 3.0 32GB LUNA Grey;EUR 6,45 ;Imediata;Periféricos;Armazenamento;USB;USB;;S3PLUS;2020-04-21 06:06:52;EUR 5,94 ;EUR 0,51 
 7629999048072;S3PD3001064GY;Pendrive S3+ USB 3.0 64GB LUNA Grey;EUR 9,09 ;Imediata;Periféricos;Armazenamento;USB;USB;;S3PLUS;2020-04-21 06:06:52;EUR 8,07 ;EUR 1,02 
 7629999057678;S3PD3001128GY;Pendrive S3+ USB 3.0 128GB LUNA Grey;EUR 14,04 ;Imediata;Periféricos;Armazenamento;USB;USB;;S3PLUS;2020-04-21 06:06:52;EUR 11,99 ;EUR 2,05 
 7629999060821;S3S4N2619041;SODIMM S3+ 4GB DDR4 2666MHz;EUR 13,99 ;Imediata;System Components;Memórias;Portatil;;;S3PLUS;2020-04-21 06:06:52;EUR 13,99 ;EUR 0,00 
 7629999058439;S3S4N2619081;SODIMM S3+ 8GB DDR4 2666MHz;EUR 24,90 ;Imediata;System Components;Memórias;Portatil;;;S3PLUS;2020-04-21 09:45:36;EUR 24,90 ;EUR 0,00 
 7629999058446;S3S4N2619161;SODIMM S3+ 16GB DDR4 2666MHz;EUR 48,90 ;Imediata;System Components;Memórias;Portatil;;;S3PLUS;2020-04-21 06:06:52;EUR 48,90 ;EUR 0,00 
 7629999049444;S3SSDC2T0;"Disco Interno SSD S3+ 2.5\"" 2TB SATA 3.0";EUR 146,50 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 139,00 ;EUR 7,50 
 7629999043589;S3SSDC480;"Disco Interno SSD S3+ 2.5\"" 480GB SATA 3.0";EUR 49,82 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 47,90 ;EUR 1,92 
 7629999042599;S3SSDC960;"Disco Interno SSD S3+ 2.5\"" 960GB SATA 3.0";EUR 86,34 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 82,50 ;EUR 3,84 
 7629999058835;S3SSDD240;Disco Interno SSD S3+ M.2 240GB NVMe PCIe;EUR 44,06 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 43,10 ;EUR 0,96 
 7629999058842;S3SSDD480;Disco Interno SSD S3+ M.2 480GB NVMe PCIe;EUR 75,84 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 73,92 ;EUR 1,92 
 7629999058859;S3SSDD960;Disco Interno SSD S3+ M.2 960GB NVMe PCIe;EUR 142,58 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 138,74 ;EUR 3,84 
 7629999047037;S3SSDE240;Disco Externo SSD S3+ 240GB USB;EUR 48,56 ;Imediata;Periféricos;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 47,60 ;EUR 0,96 
 7629999054028;S3SSDE480;Disco Externo SSD S3+ 480GB USB;EUR 76,83 ;Imediata;Periféricos;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 74,91 ;EUR 1,92 
 7629999044524;S3SSDE960;Disco Externo SSD S3+ 960GB USB;EUR 145,54 ;Imediata;Periféricos;Discos;SSD;;;S3PLUS;2020-04-21 06:06:52;EUR 141,70 ;EUR 3,84 
 6955914605060;2DP98AA#ABB;"Disco Interno SSD HP 2.5\"" 250GB S700 SATA 3.0";EUR 40,84 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 39,84 ;EUR 1,00 
 6955914605077;2DP99AA#ABB;"Disco Interno SSD HP 2.5\"" 500GB S700 SATA 3.0";EUR 67,52 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 65,52 ;EUR 2,00 
 6955914605312;2YY43AA#ABB;Disco Interno SSD HP M.2 250GB EX900 NVMe PCIe;EUR 42,42 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 41,42 ;EUR 1,00 
 6955914605329;2YY44AA#ABB;Disco Interno SSD HP M.2 500GB EX900 NVMe PCIe;EUR 72,26 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 70,26 ;EUR 2,00 
 6955914605503;3XJ07AA#ABB;Disco Externo SSD HP 500GB P600 USB;EUR 85,66 ;Imediata;Periféricos;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 83,66 ;EUR 2,00 
 6955914605510;3XJ08AA#ABB;Disco Externo SSD HP 1TB P600 USB;EUR 152,51 ;Imediata;Periféricos;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 148,41 ;EUR 4,10 
 6955914605824;5XM46AA#ABB;Disco Interno SSD HP M.2 1TB EX900 NVMe PCIe;EUR 137,44 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 133,34 ;EUR 4,10 
 6955914605831;6MC15AA#ABB;"Disco Interno SSD HP 2.5\"" 1TB S700Pro SATA 3.0";EUR 125,99 ;Imediata;System Components;Discos;SSD;;;S3PLUS;2020-04-21 06:06:44;EUR 121,89 ;EUR 4,10 
 5908235973845;MM818BLACK;"Telemovel Maxcom Comfort MM818 2,4\"" Dual SIM 2G Preto";EUR 27,13 ;Imediata;Mobilidade;Telefones;Telemóveis;;;MAXCOM;2020-04-21 06:06:50;EUR 27,13 ;EUR 0,00 
 4547808810784;HDWU130UZSVA;Disco 3.5 3TB TOSHIBA 64Mb SATA 6Gb/s 57rp-VIDEOVIG-V300;EUR 70,24 ;Imediata;System Components;Discos;Internos;;;TOSHIBA;2020-04-21 06:06:48;EUR 62,74 ;EUR 7,50 
 5908235974446;MM135BLACKBLUE;"Telemovel Maxcom Classic MM135 1,77\"" Dual SIM 2G Preto/Azul";EUR 14,24 ;Imediata;Mobilidade;Telefones;Telemóveis;;;MAXCOM;2020-04-21 06:06:50;EUR 14,24 ;EUR 0,00 
 5603209000403;E169-4080;"Tela Elétrica NAPOFIX 400x300 180\"" c/Moldura - E169-4080";EUR 430,72 ;Imediata;Periféricos;Acessorios;Projectores;Telas;;NAPOFIX;2020-04-21 06:06:53;EUR 430,72 ;EUR 0,00 
 6934177710377;MGW4052GL;Smartband Xiaomi Mi Band 4;EUR 25,04 ;Imediata;Mobilidade;Wearables;Smart Band;;;XIAOMI;2020-04-21 06:06:54;EUR 25,04 ;EUR 0,00 
 0811375030062;XS700-25SAT3-480G;SSD Externo USB 3.1/Type-C 480GB TOSHIBA XS700;EUR 61,91 ;Imediata;Periféricos;Discos;SSD;;;TOSHIBA;2020-04-21 06:06:54;EUR 59,99 ;EUR 1,92 
 0000000000000;800011-109;Fita Zebra 500 imagens, ix-Séries Branco ZXP1 - 800011-109;EUR 13,30 ;Imediata;Supplies;Matriciais e Térmicas;Fitas;;;ZEBRA;2020-04-21 06:06:48;EUR 13,30 ;EUR 0,00 
 0765441636903;TPD48G2666HC1901;Dimm Team Group Elite Plus 8GB DDR4 2666Mhz CL16 Black;EUR 29,99 ;Imediata;System Components;Memórias;Desktop;;;Team Group;2020-04-21 06:06:53;EUR 29,99 ;EUR 0,00 
 4718017422703;90YV0DG1-M0NA00;VGA ASUS RTX2060 SUPER ROG-STRIX A8G-GAMING  8GB GDDR6, 1xUSB Type C, 2xHDMI, 2xDP;EUR 389,99 ;Imediata;System Components;Placas Gráficas;Consumo;NVIDIA;;ASUS;2020-04-21 06:06:45;EUR 389,99 ;EUR 0,00 
 4718017421195;90YV0DI1-M0NA00;VGA ASUS RTX2070 SUPER ROG-STRIX A8G-GAMING 8GB, 1xUSB Type C, 2xHDMI, 2xDP;EUR 536,67 ;Imediata;System Components;Placas Gráficas;Consumo;NVIDIA;;ASUS;2020-04-21 06:06:45;EUR 536,67 ;EUR 0,00 
 4718017421331;90YV0DK0-M0NA00;VGA ASUS RTX2070 SUPER DUAL O8G EVO OC 8GB GDDR6, 1xHDMI, 3xDP;EUR 494,40 ;Imediata;System Components;Placas Gráficas;Consumo;NVIDIA;;ASUS;2020-04-21 06:06:45;EUR 494,40 ;EUR 0,00 
 4718017378505;90MB10T0-M0EAY0;MB ASUS AMD X570 SK AM4 ROG CROSSHAIR VIII HERO (WI-FI) USB3.2, M.2,MB;EUR 372,15 ;Imediata;System Components;Motherboards;Desktop;ATI;;ASUS;2020-04-21 06:06:45;EUR 372,15 ;EUR 0,00 
 4718017254014;90MB11B0-M0EAY0;MB ASUS AMD X570 SK AM4 PRIME X570-PRO USB3.2 SATA;EUR 211,10 ;Imediata;System Components;Motherboards;Desktop;ATI;;ASUS;2020-04-21 06:06:45;EUR 211,10 ;EUR 0,00 
 8713439223323;22332;Rato TRUST GXT160 TURE Illuminated Gaming - 22332;EUR 23,63 ;Imediata;Periféricos;Teclados e Ratos;Ratos;;;TRUST;2020-04-21 06:06:51;EUR 23,63 ;EUR 0,00 
 6935364085155;TL-PB20000;Adaptador TP-LINK 20000mAh Power Bank - TL-PB20000;EUR 21,84 ;Imediata;Mobilidade;Acessorios;Smartphone;;;TP-LINK;2020-04-21 06:06:47;EUR 21,84 ;EUR 0,00 
 6935364087197;KL50;Lampada TP-Link Kasa Smart LED Bulb, 2700K Soft White - KL50;EUR 11,49 ;Imediata;SMARTHOME;Acessorios;;;;TP-LINK;2020-04-21 06:06:49;EUR 11,49 ;EUR 0,00 
 6935364085292;Deco E3(2-Pack);Router TP-Link AC1200 Whole-Home Mesh Wi-Fi Dual-Band 867 Mbps - Deco E3 (Pack 2);EUR 57,47 ;Imediata;Networking;Routers;Routers Fixos;;;TP-LINK;2020-04-21 06:06:52;EUR 57,47 ;EUR 0,00 
 5032037159906;BX80684I79700;Processador INTEL Core i7 9700 -3.0GHz 12MB LGA1151;EUR 310,75 ;Imediata;System Components;CPU;Desktop;;;INTEL;2020-04-21 06:06:47;EUR 310,75 ;EUR 0,00 
 0193015938298;5JW82AA;VGA HP AMD Radeon R7 430 2GB 2Display Port card;EUR 89,00 ;Imediata;System Components;Placas Gráficas;Consumo;;;HP;2020-04-21 06:06:44;EUR 89,00 ;EUR 0,00 
 0193424352623;5QG35AA;Monitor HP P244 FHD 23,8P IPS;EUR 120,00 ;Imediata;Periféricos;Monitores;Profissional;;;HP;2020-04-21 06:06:44;EUR 120,00 ;EUR 0,00 
 8713439229462;22946;Coluna TRUST ARYS USB Soundbar - 22946;EUR 17,55 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;TRUST;2020-04-21 06:06:47;EUR 17,55 ;EUR 0,00 
 8713439219340;21934;Leitor TRUST de Cartões NANGA USB 2.0 - 21934;EUR 5,08 ;Imediata;Periféricos;HUBs USB e Leitores de Cartões;Leitores de Cartões;;;TRUST;2020-04-21 06:06:50;EUR 5,08 ;EUR 0,00 
 5603583139188;DTFI8-12009012;DT Tsunami Fortune (i3 8100-8GB-SSD480GB-Dvdrw-W10Pro);EUR 412,07 ;Imediata;Computer Systems;Desktops;MT;;PWINS_W10P;TSUNAMI;2020-04-21 06:06:48;EUR 410,15 ;EUR 1,92 
 5603583139249;DTMBR-A602B08001;DT Tsunami Magma BR (Ryzen3 2300X-8GB-SSD240GB-GTX1650 4GBD5-W10Home);EUR 476,22 ;Imediata;Computer Systems;Desktops;MT;;PWINS_W10;TSUNAMI;2020-04-21 06:06:48;EUR 475,26 ;EUR 0,96 
 4718017187497;90IG04Z0-MM2000;Router Asus Wireless Dual-band Gigabit GT-AC2900;EUR 189,54 ;Imediata;Networking;Routers;Routers Fixos;;;ASUS;2020-04-21 06:06:44;EUR 189,54 ;EUR 0,00 
 6925281940002;CHARGE4BLU;Coluna Portátil JBL CHARGE 4 Bluetooth 2x15W c/ Microfone c/PowerBank 7500mAh 20h Azul;EUR 109,99 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:49;EUR 109,99 ;EUR 0,00 
 6925281944062;XTREME2REDEU;Coluna Portátil JBL XTREME Bluetooth 2x20W c/ Microfone c/PowerBank 10000mAh 15h Vermelho;EUR 181,02 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Colunas;;;JBL;2020-04-21 06:06:49;EUR 181,02 ;EUR 0,00 
 3700092645192;STXWP45192;Weeplug Soundflow Earphones Wireless Bluetooth  I17 Black - WP45192;EUR 19,50 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Auscultadores;;;WEEPLUG;2020-04-21 06:06:52;EUR 19,50 ;EUR 0,00 
 3700092645208;STXWP45208;Weeplug Soundflow Earphones Wireless Bluetooth I17 White - WP45208;EUR 19,50 ;Imediata;Periféricos;Audio-Multimedia e Comunicação;Auscultadores;;;WEEPLUG;2020-04-21 06:06:52;EUR 19,50 ;EUR 0,00 
 5603583139362;DTFI8-12008010;DT Tsunami Fortune (i3 8100-8GB-SSD240-Dvdrw-s/SO);EUR 270,21 ;Imediata;Computer Systems;Desktops;MT;;;TSUNAMI;2020-04-21 06:06:48;EUR 269,25 ;EUR 0,96 
 4719072587109;911-7C08-012;MB MSI H310M PRO SKT 1151 2xDDR4 HDMI/VGA/DVI-D ATX - H310M PRO-M2 PLUS;EUR 48,81 ;Imediata;System Components;Motherboards;Desktop;;;MSI;2020-04-21 06:06:45;EUR 48,81 ;EUR 0,00 
 4719072652524;911-7C37-020;MB MSI X570-A PRO SKT AMD AM4 4xDDR4 HDMI ATX - X570-A PRO;EUR 136,92 ;Imediata;System Components;Motherboards;Desktop;ATI;;MSI;2020-04-21 06:06:45;EUR 136,92 ;EUR 0,00 
 4719072630287;912-V809-3281;VGA MSI GTX 1650 4GB GDDR5 DP/HDMI/DL-DVI-D - GeForce GTX 1650 VENTUS XS 4G OC;EUR 134,62 ;Imediata;System Components;Placas Gráficas;Consumo;NVIDIA;;MSI;2020-04-21 06:06:45;EUR 134,62 ;EUR 0,00 
 5603583139393;DTMBR-A503D09001;DT Tsunami Magma BR (Ryzen5 2600-16GB-SSD480GB-GTX1660 6GBD5-W10Home);EUR 691,28 ;Imediata;Computer Systems;Desktops;MT;;PWINS_W10;TSUNAMI;2020-04-21 06:06:48;EUR 689,36 ;EUR 1,92 
 3536403372538;VCQP2200-PB;VGA PNY nVIDIA QUADRO P2200 5GB GDDR5 PCIe 3.0 16x 4DP1.4/4DVI;EUR 406,90 ;Imediata;System Components;Placas Gráficas;Profissionais;NVIDIA;;PNY;2020-04-21 06:06:55;EUR 406,90 ;EUR 0,00 
 0193386936015;20QD002YPG;NB Lenovo ThinkPad X1 Carbon 7th Gen 14P FHD i5-8265U 16GB 512GB SSD LTE Win10 Pro 3Y Depot;EUR 1 399,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;LENOVO;2020-04-21 06:06:43;EUR 1 396,95 ;EUR 2,05 
 0193386937616;20QD0037PG;NB Lenovo ThinkPad X1 Carbon 7th Gen 14P FHD i7-8565U 16GB 512GB SSD LTE Win10 Pro 3Y Depot;EUR 1 699,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;LENOVO;2020-04-21 06:06:43;EUR 1 696,95 ;EUR 2,05 
 0193386975694;20QD003MPG;NB Lenovo ThinkPad X1 Carbon 7th Gen 14P QHD i7-8565U 16GB 1TB SSD LTE Win10 Pro 3Y Depot;EUR 1 999,00 ;Imediata;Computer Systems;Portáteis;Notebooks;;PWINS_W10P;LENOVO;2020-04-21 06:06:43;EUR 1 994,90 ;EUR 4,10 
 8435099519447;CASH01;Gaveta de dinheiro APPROX CASH01;EUR 23,95 ;Imediata;Periféricos;Acessorios;Sistemas de POS;Gaveta Dinheiro;;APPROX;2020-04-21 06:06:45;EUR 23,95 ;EUR 0,00 
 8435099524618;CASH01WH;Gaveta de dinheiro APPROX CASH01WH;EUR 25,95 ;Imediata;Periféricos;Acessorios;Sistemas de POS;Gaveta Dinheiro;;APPROX;2020-04-21 06:06:45;EUR 25,95 ;EUR 0,00 
 8435099521266;LS00+;Leitor códigos de barras APPROX com suporte LS00+;EUR 16,98 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 16,98 ;EUR 0,00 
 8435099524687;LS01+;Leitor códigos de barras APPROX com suporte LS01+;EUR 24,85 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 24,85 ;EUR 0,00 
 8435099520641;LS02;Leitor códigos de barras APPROX com suporte LS02;EUR 22,87 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 22,87 ;EUR 0,00 
 8435099521945;LS03;Leitor códigos de barras APPROX Wireless LS03;EUR 52,95 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 52,95 ;EUR 0,00 
 8435099524663;LS04WH;Leitor códigos de barras APPROX com suporte LS04WH;EUR 24,85 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 24,85 ;EUR 0,00 
 8435099524731;LS05HD2D;Leitor códigos de barras APPROX 2D com suporte LS05HD2D;EUR 35,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 35,90 ;EUR 0,00 
 8435099524748;LS06 OMNI;Leitor códigos de barras APPROX Omnidirecional LS06 OMNI;EUR 79,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 79,90 ;EUR 0,00 
 8435099524755;LS07DK2D;Leitor códigos de barras APPROX 2D LS07DK2D;EUR 85,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 85,90 ;EUR 0,00 
 8435099524786;LS08;Leitor códigos de barras APPROX 2D Omnidirecional LS08;EUR 129,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 129,90 ;EUR 0,00 
 8435099524915;LS09WH;Leitor códigos de barras APPROX 2D LS09WH;EUR 33,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 33,90 ;EUR 0,00 
 8435099524939;LS10;Leitor códigos de barras APPROX 2D Bluetooth, Wireless 2,4Ghz LS10;EUR 79,90 ;Imediata;Periféricos;Acessorios;Sistemas de POS;;;APPROX;2020-04-21 06:06:45;EUR 79,90 ;EUR 0,00 
 8435099525103;MT15CAP;"Monitor táctil 15\"" APPROX A+ MT15CAP";EUR 178,90 ;Imediata;Periféricos;Monitores;Touch;;;APPROX;2020-04-21 06:06:45;EUR 178,90 ;EUR 0,00 
 8435099525554;MT15W5;"Monitor táctil 15\"" APPROX A+ MT15W5";EUR 139,90 ;Imediata;Periféricos;Monitores;Touch;;;APPROX;2020-04-21 06:06:45;EUR 139,90 ;EUR 0,00 
